location,city,state,city_primary,audience_segment,creative_size,creative_messaging,state_raw,app_url,exchange,device_make,impressions,clicks,viewable_impressions,measurable_impressions,total_conversions,gross_cost,ctr,conv_rate,cpa,cpc,eCPM,view_rate,vCPM
"Chicago, Illinois",Chicago,Illinois,Chicago,Mobile>US>Travel>Car Rentals>Hertz,320x50,Sign up Today - 10% Off,Illinois,ebay.com,BidSwitch,Smartphone,87287,203,40039,80040,18,1579.367346,0.002325661324137615,0.08866995073891626,87.74263033333334,7.780134709359606,18.09395839013828,0.5002373813093454,39.44572406903269
"Los Angeles, California",Los Angeles,California,Los Angeles,OnAudience>Interest>Arts & Entertainment>Celebrity Fan>Gossip,300x250,Subscribe Today - 10% Discount,California,ebay.com,BidSwitch,Smartphone,77703,204,33478,72874,3,1566.912406,0.0026253812594108335,0.014705882352941176,522.3041353333333,7.680943166666666,20.165404244366368,0.45939566923731373,46.804241770715095
"Jacksonville, Florida",Jacksonville,Florida,Jacksonville,Mobile>US>Device Ownership>Smartphones>ZTE,300x250,10% Discount - Ends 6/1,Florida,ebay.com,BidSwitch,Windows PC,74436,175,30158,69150,21,1558.549138,0.0023510129507227687,0.12,74.21662561904762,8.905995074285714,20.938109758718902,0.4361243673174259,51.67945944691293
"Nashville, Tennessee",Nashville,Tennessee,Nashville,US>Brand Propensities>Health>Beauty and Cosmetics>SkinCareRx Buyer Propensity,300x250,10% Discount - Ends 6/1,Tennessee,ebay.com,Yahoo Exchange,Smartphone,435848,1058,274912,415601,15,1554.439959,0.0024274517721774563,0.014177693761814745,103.6293306,1.469224913988658,3.5664726211890385,0.6614806027896949,5.6543183236817605
"Chicago, Illinois",Chicago,Illinois,Chicago,Mobile>US>Food>Restaurant>Brand>Five Guys,300x250,10% Discount - Ends 6/1,Illinois,ebay.com,BidSwitch,Smartphone,9210,80,3798,8619,2,1536.629068,0.008686210640608035,0.025,768.314534,19.20786335,166.84354701411507,0.4406543682561782,404.58901211163766
"Chicago, Illinois",Chicago,Illinois,Chicago,US>Brand Propensities>Health>Beauty and Cosmetics>Mary Kay Buyer Propensity,320x50,Sign up Now - 10% Off,Illinois,ebay.com,Magnite DV+,Smartphone,12088,88,1124,10003,2,1500.026152,0.00727994705493051,0.022727272727272728,750.013076,17.045751727272727,124.09217008603574,0.11236629011296612,1334.5428398576512
"Chicago, Illinois",Chicago,Illinois,Chicago,"US Financial>Estimated Discretionary Spending>Greater than $2,500",320x50,Sign up Now - 10% Off,Illinois,ebay.com,Google Ad Manager,Smartphone,126337,325,51394,117635,5,1487.088288,0.0025724847036101856,0.015384615384615385,297.4176576,4.5756562707692305,11.770805765531872,0.4368937816126153,28.935056387905203
"Chicago, Illinois",Chicago,Illinois,Chicago,US>Interest Propensities>Insurance>Northwestern Mutual,300x250,Sign up Today - 10% Off,Illinois,ebay.com,GumGum,Smartphone,229908,489,98259,212073,4,1464.348944,0.0021269377316143847,0.0081799591002045,366.087236,2.994578617586912,6.3692822520312475,0.46332630745073633,14.902949795947446
"Los Angeles, California",Los Angeles,California,Los Angeles,Transactional>Q2 Graduation Gift Shoppers,300x250,Sign up Today - 10% Off,California,ebay.com,Index Exchange,Smartphone,144088,490,26416,137369,7,1464.064235,0.003400699572483482,0.014285714285714285,209.15203357142857,2.987886193877551,10.160903302148688,0.19229957268379327,55.423388665960026
"Grand Rapids-Kalamazoo, Michigan",Grand Rapids-Kalamazoo,Michigan,Grand Rapids,OnAudience>Intent>Auto>Vehicle Parts & Accessories,320x50,Subscribe Today - 10% Discount,Michigan,ebay.com,BidSwitch,Smartphone,37269,106,11667,33260,6,1453.075462,0.0028441868577101614,0.05660377358490566,242.17924366666668,13.708259075471698,38.988850304542645,0.35078171978352374,124.54576686380389
"Los Angeles, California",Los Angeles,California,Los Angeles,Lotame>Offline CPG>General Purchasers>Product Segment>Home Supplies,300x250,Sign up Today - 10% Off,California,ebay.com,PubMatic,Smartphone,13326,98,3568,11388,2,1442.032183,0.007354044724598529,0.02040816326530612,721.0160915,14.714614112244899,108.21193028665766,0.313312258517738,404.1570019618834
"New York City, New York",New York City,New York,New York City,Media and Entertainment>Consumer Entertainment Technology,300x250,Sign up Now - 10% Off,New York,editorsnation.com,Google Ad Manager,Smartphone,10942,66,4578,9155,3,1595.752624,0.0060318040577590935,0.045454545454545456,531.9175413333334,24.17807006060606,145.83738110034727,0.5000546149645003,348.56981738750545
"South Bend-Elkhart, Indiana",South Bend-Elkhart,Indiana,South Bend,Online Behavior>United States>Autos and Vehicles>Brands>Cadillac,320x50,Subscribe Today - 10% Discount,Indiana,eenadu.net,Google Ad Manager,Smartphone,14011,40,5060,12459,5,5632.087973,0.0028548997216472772,0.125,1126.4175946,140.802199325,401.9761596602669,0.40613211333172805,1113.060864229249
"San Francisco, California",San Francisco,California,San Francisco,Lotame>Travel>International Travel,300x250,10% Discount - Ends 6/1,California,eonline.com,Google Ad Manager,Smartphone,13464,84,1698,11234,1,1466.285104,0.006238859180035651,0.011904761904761904,1466.285104,17.45577504761905,108.90412240047534,0.15114829980416591,863.5365747938752
"Jacksonville, Florida",Jacksonville,Florida,Jacksonville,Online Behavior>United States>Validated Demographic>Gender and Age Combined>Females 35-44,300x250,Sign up Now - 10% Off,Florida,espn.com,PubMatic,Smartphone,121991,369,43079,99312,4,3993.214585,0.0030248133058996154,0.01084010840108401,998.30364625,10.821719742547426,32.73368186997401,0.43377436764942806,92.69515506395227
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>B2B>Occupation>SystemsAnalyst,320x50,Sign up Now - 10% Off,Illinois,espn.com,Google Ad Manager,Smartphone,95289,199,19527,82800,5,3223.535948,0.0020883837588808784,0.02512562814070352,644.7071896,16.19867310552764,33.8290458290044,0.23583333333333334,165.08096215496494
"Chicago, Illinois",Chicago,Illinois,Chicago,OnAudience>Interest>Personal Finance,320x50,Subscribe Today - 10% Discount,Illinois,essentiallysports.com,Google Ad Manager,Smartphone,80408,199,13127,67027,9,1788.111618,0.002474878121579942,0.04522613065326633,198.67906866666667,8.98548551758794,22.237981519251814,0.19584644993808464,136.21631888474136
"Miami-Ft. Lauderdale, Florida",Miami-Ft. Lauderdale,Florida,Miami,Mobile>US>Demographics>Education>Lowest Education Achievement,320x50,10% Discount - Ends 6/1,Florida,essentiallysports.com,BidSwitch,Smartphone,82916,199,24951,77333,12,1584.821247,0.002400019296637561,0.06030150753768844,132.06843725000002,7.963925864321609,19.113575751362827,0.32264363208462105,63.517343873993035
"San Francisco, California",San Francisco,California,San Francisco,Mobile>US>Food>Restaurant>Brand>Buffalo Wild Wings,300x250,Subscribe Today - 10% Discount,California,evite.com,Google Ad Manager,Windows PC,16354,40,8061,15667,4,1610.319977,0.002445884798825975,0.1,402.57999425,40.257999425,98.46642882475236,0.5145209676389864,199.7667754621015
"Chicago, Illinois",Chicago,Illinois,Chicago,US Interest>Cooking>General,320x50,Sign up Now - 10% Off,Illinois,ew.com,Xandr - Monetize SSP (AppNexus),Smartphone,9920,20,6702,9096,10,1453.11439,0.0020161290322580645,0.5,145.311439,72.6557195,146.48330544354837,0.7368073878627969,216.81802297821545
"Orlando-Daytona Beach, Florida",Orlando-Daytona Beach,Florida,Orlando,Travel and Tourism>Interest (Affinity)>Destinations>Latin America,320x50,10% Discount - Ends 6/1,Florida,factable.com,Magnite DV+,Smartphone,31243,100,16326,25991,21,1452.59056,0.003200716960599174,0.21,69.17097904761906,14.525905600000002,46.49331242198253,0.6281405101765996,88.97406345706237
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Intent>Shopping>Consumer Electronics>Video Game Consoles,300x250,10% Discount - Ends 6/1,Illinois,factinate.com,Magnite DV+,Apple PC,39314,100,27671,35488,8,5530.800458,0.0025436231367960524,0.08,691.35005725,55.308004579999995,140.68272009971002,0.7797283588818755,199.87714423042175
"Los Angeles, California",Los Angeles,California,Los Angeles,Online Behavior>United States>Intent>Auto Buyers>Category>Motorcycle,320x50,10% Discount - Ends 6/1,California,fandom.com,Xandr - Monetize SSP (AppNexus),Smartphone,15252,55,2152,3482,7,6211.200147,0.003606084447941254,0.12727272727272726,887.3143067142856,112.93091176363636,407.238404602675,0.6180356117174038,2886.245421468401
"Savannah, Georgia",Savannah,Georgia,Savannah,US Financial>Credit Card Type>Credit Card Holder>Unknown Type,300x50,10% Discount - Ends 6/1,Georgia,fandom.com,Google Ad Manager,Smartphone,7394,20,3441,6663,1,1624.840774,0.002704895861509332,0.05,1624.840774,81.2420387,219.75125426021097,0.5164340387212967,472.20016681197325
"Miami-Ft. Lauderdale, Florida",Miami-Ft. Lauderdale,Florida,Miami,US>Brand Propensities>Travel>Booking.com Buyer Propensity,320x50,Subscribe Today - 10% Discount,Florida,fandom.com,Google Ad Manager,Smartphone,22259,120,12405,17609,14,1611.340211,0.005391077766296779,0.11666666666666667,115.09572935714286,13.427835091666667,72.39050321218383,0.7044693054687944,129.89441442966546
"Peoria-Bloomington, Illinois",Peoria-Bloomington,Illinois,Peoria,"US Financial>Estimated Disposable Income>$0>$99,999",300x250,Subscribe Today - 10% Discount,Illinois,fandom.com,OpenX,Windows PC,21143,56,3798,19588,3,1500.41822,0.0026486307524949157,0.05357142857142857,500.1394066666667,26.7931825,70.9652471267086,0.19389422095160302,395.0548235913639
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Autos and Vehicles>Boats and Watercraft,320x50,Subscribe Today - 10% Discount,Illinois,fandomwire.com,OpenX,Smartphone,111624,590,40343,101306,21,6510.446656,0.005285601662724862,0.03559322033898305,310.02126933333335,11.034655349152542,58.32479266107647,0.3982291275936272,161.37735557593635
"New York City, New York",New York City,New York,New York City,Online Behavior>United States>Beauty and Fitness>Fitness>Yoga and Pilates,300x250,10% Discount - Ends 6/1,New York,fandomwire.com,PubMatic,Windows PC,95644,240,13294,86775,9,5587.763675,0.0025093053406382,0.0375,620.8626305555556,23.282348645833334,58.42252179959015,0.15320080668395275,420.32222619226724
"Chicago, Illinois",Chicago,Illinois,Chicago,US>Reach>Propensity Models>Hobbies and Interest>Sports>Fitness Enthusiasts,300x250,10% Discount - Ends 6/1,Illinois,fandomwire.com,Google Ad Manager,Windows PC,65238,240,23741,59893,15,3132.519209,0.003678837487353996,0.0625,208.83461393333334,13.052163370833334,48.016787899690364,0.3963902292421485,131.9455460595594
"Miami-Ft. Lauderdale, Florida",Miami-Ft. Lauderdale,Florida,Miami,Online Behavior>United States>News>Technology News,300x50,10% Discount - Ends 6/1,Florida,femanin.com,BidSwitch,Smartphone,115412,490,71564,81785,21,6861.53638,0.004245659030256819,0.04285714285714286,326.7398276190476,14.003135469387754,59.45253855751568,0.8750259827596748,95.87972136828573
"Chicago, Illinois",Chicago,Illinois,Chicago,OnAudience>Interest>Sports,300x250,Sign up Now - 10% Off,Illinois,femanin.com,Google Ad Manager,Smartphone,11375,87,7171,8151,4,1763.784061,0.007648351648351649,0.04597701149425287,440.94601525,20.273380011494254,155.05793942857144,0.879769353453564,245.96068344721797
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Travel>Air Travel,300x250,Sign up Now - 10% Off,Illinois,finance.yahoo.com,Google Ad Manager,Windows PC,27394,74,16144,24752,78,7264.58761,0.002701321457253413,1,93.13573858974358,98.17010283783783,265.18900525662553,0.6522301228183581,449.9868440287413
"Nashville, Tennessee",Nashville,Tennessee,Nashville,Online Behavior>United States>Beauty and Fitness>Body Art,320x50,10% Discount - Ends 6/1,Tennessee,finance.yahoo.com,Google Ad Manager,Smartphone,22690,68,10212,19934,19,7210.686506,0.002996914940502424,0.27941176470588236,379.50981610526316,106.03950744117647,317.7913841339797,0.5122905588441858,706.0993444966706
"New York City, New York",New York City,New York,New York City,Online Behavior>United States>Home and Garden>Home Improvement,320x50,10% Discount - Ends 6/1,New York,finance.yahoo.com,Magnite DV+,Smartphone,76049,199,34921,69138,8,6942.800458,0.0026167339478494127,0.04020100502512563,867.85005725,34.88844451256281,91.29377714368367,0.5050912667418785,198.81448005498123
"Knoxville, Tennessee",Knoxville,Tennessee,Knoxville,Online Behavior>United States>News>Business News,320x50,Subscribe Today - 10% Discount,Tennessee,finance.yahoo.com,OpenX,Smartphone,44505,125,18993,39522,16,6766.475368,0.002808673182788451,0.128,422.9047105,54.131802944,152.03854326480172,0.4805677850311219,356.26153677670726
"New York City, New York",New York City,New York,New York City,Online Behavior>United States>Intent>Auto Buyers>Car Make>Opel,300x250,Subscribe Today - 10% Discount,New York,finance.yahoo.com,Google Ad Manager,Smartphone,286998,815,61586,247500,13,6395.550624,0.002839741043491592,0.015950920245398775,491.96543261538466,7.847301379141105,22.284303806995172,0.24883232323232324,103.84747546520313
"San Francisco, California",San Francisco,California,San Francisco,Online Behavior>United States>The Changing Consumer>Active Facebook Users,300x250,Sign up Today - 10% Off,California,finance.yahoo.com,Google Ad Manager,Windows PC,127090,299,30178,113438,24,5808.911254,0.002352663466834527,0.0802675585284281,242.03796891666664,19.4277968361204,45.70706785742387,0.26603078333539026,192.48827801709854
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Validated Demographic>Gender and Age Combined>Females 65 or older,320x50,Sign up Today - 10% Off,Illinois,finance.yahoo.com,Google Ad Manager,Smartphone,232470,504,40870,195447,36,5401.365085,0.002168021680216802,0.07142857142857142,150.03791902777778,10.716994216269843,23.234675807631092,0.20911039821537297,132.1596546366528
"San Francisco, California",San Francisco,California,San Francisco,US>B2B>B2B Decision Maker Responsibilities>Computer Hardware,320x50,10% Discount - Ends 6/1,California,finance.yahoo.com,Sovrn,Smartphone,51056,120,24672,45563,4,2215.631845,0.0023503603885929175,0.03333333333333333,553.90796125,18.463598708333333,43.396111034942024,0.5414920000877905,89.80349566309987
"Jacksonville, Florida",Jacksonville,Florida,Jacksonville,US>Brand Propensities>Media and Entertainment>Regal Cinemas Buyer Propensity,320x50,10% Discount - Ends 6/1,Florida,finance.yahoo.com,Google Ad Manager,Smartphone,52582,140,22065,46126,10,1631.741712,0.002662508082613822,0.07142857142857142,163.1741712,11.655297942857143,31.032324978129395,0.47836361271300354,73.9515845003399
"Chicago, Illinois",Chicago,Illinois,Chicago,US>Premium Entertainment and Pastimes>Premium Magazine Enthusiasts,300x250,Subscribe Today - 10% Discount,Illinois,finance.yahoo.com,PubMatic,Smartphone,109567,345,57620,97903,5,1616.714722,0.003148758294011883,0.014492753623188406,323.34294439999996,4.6861296289855074,14.755489536082944,0.5885417198655812,28.058221485595276
"Orlando-Daytona Beach, Florida",Orlando-Daytona Beach,Florida,Orlando,Mobile>US>Device Ownership>Smartphones>iOS (Apple)>iPhone X,300x250,Sign up Now - 10% Off,Florida,finance.yahoo.com,Taboola,Windows PC,74426,150,39257,67151,15,1519.596552,0.0020154247171687316,0.1,101.3064368,10.13064368,20.417549673501195,0.5846078241574958,38.708932215910544
"New York City, New York",New York City,New York,New York City,Mobile>US>Device Ownership>Smartphones>iOS (Apple)>iPhone 11,320x50,10% Discount - Ends 6/1,New York,finance.yahoo.com,Google Ad Manager,Smartphone,22163,55,2368,8130,3,1493.779328,0.00248161349997744,0.05454545454545454,497.9264426666667,27.159624145454547,67.39968993367324,0.2912669126691267,630.8189729729729
"Los Angeles, California",Los Angeles,California,Los Angeles,Online Behavior>United States>Games>Family-Oriented Games and Activities,300x250,Sign up Now - 10% Off,California,findagrave.com,BidSwitch,Windows PC,25021,50,11084,18079,9,4961.478884,0.001998321410015587,0.18,551.2754315555555,99.22957768,198.2925895847488,0.6130870070247249,447.6253053049441
"New York City, New York",New York City,New York,New York City,Online Behavior>United States>Intent>Shopping>Sports and Outdoors,320x50,Subscribe Today - 10% Discount,New York,findagrave.com,Magnite DV+,Smartphone,26304,75,12354,17500,11,4727.813916,0.0028512773722627737,0.14666666666666667,429.8012650909091,63.03751888,179.73745118613138,0.7059428571428571,382.6949907722195
"New York City, New York",New York City,New York,New York City,US>Reach>Propensity Models>Lifestyle>Loyalty Programs>Loyalty Card User,300x250,Sign up Today - 10% Off,New York,findagrave.com,PubMatic,Smartphone,13100,80,6507,10895,5,3411.590029,0.0061068702290076335,0.0625,682.3180058,42.6448753625,260.42671977099235,0.5972464433226251,524.2953786691255
"Nashville, Tennessee",Nashville,Tennessee,Nashville,Online Behavior>United States>Intent>Shopping>Consumer Electronics>Tablets,320x50,Subscribe Today - 10% Discount,Tennessee,finviz.com,Google Ad Manager,Smartphone,9533,66,6548,9042,16,5574.543505,0.006923318997167733,0.24242424242424243,348.4089690625,84.46278037878787,584.7627719500681,0.7241760672417606,851.3352939828956
"West Palm Beach-Ft. Pierce, Florida",West Palm Beach-Ft. Pierce,Florida,West Palm Beach,Online Behavior>United States>Intent>Auto Buyers>Car Make>BMW,300x250,Sign up Today - 10% Off,Florida,firstcoastnews.com,BidSwitch,Smartphone,12092,30,2042,10315,8,6245.134793,0.0024809791597750577,0.26666666666666666,780.641849125,208.17115976666668,516.468309047304,0.1979641299079011,3058.342210088149
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Travel>Tourist Destinations>Lakes and Rivers,300x250,Subscribe Today - 10% Discount,Illinois,flightaware.com,Index Exchange,Smartphone,12710,10,8159,11984,11,7851.397478,7.867820613690008e-4,1,713.763407090909,785.1397478,617.7338692368214,0.6808244325767691,962.2989922784654
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Online Communities>Social Networks,320x50,10% Discount - Ends 6/1,Illinois,flightaware.com,Google Ad Manager,Smartphone,9463,56,1518,8191,4,6879.601707,0.005917785057592729,0.07142857142857142,1719.90042675,122.85003048214286,727.0000747120363,0.18532535709925527,4532.016934782609
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Online Communities>Photo and Video Sharing,300x250,Subscribe Today - 10% Discount,Illinois,flightaware.com,PubMatic,Smartphone,12136,97,2089,11500,3,5224.932463,0.007992748846407383,0.030927835051546393,1741.6441543333333,53.86528312371134,430.5316795484509,0.18165217391304347,2501.1644150311154
"Nashville, Tennessee",Nashville,Tennessee,Nashville,Online Behavior>United States>Internet and Telecom>Mobile and Wireless,320x50,Sign up Now - 10% Off,Tennessee,forbes.com,Google Ad Manager,Smartphone,15326,68,7941,14331,8,6943.515824,0.004436904606550959,0.11764705882352941,867.939478,102.11052682352941,453.05466684066295,0.5541134603307515,874.3880901649667
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Beauty and Fitness>Fashion and Style>Fashion Modeling,320x50,Sign up Now - 10% Off,Illinois,forbes.com,Google Ad Manager,Smartphone,18095,50,10021,16755,24,6768.758768,0.0027631942525559545,0.48,282.0316153333333,135.37517536,374.0679064935065,0.5980901223515368,675.4574162259255
"Miami-Ft. Lauderdale, Florida",Miami-Ft. Lauderdale,Florida,Miami,Online Behavior>United States>Games>Educational Games,300x50,Sign up Today - 10% Off,Florida,forbes.com,Google Ad Manager,Smartphone,119280,400,55665,112913,23,6492.676343,0.00335345405767941,0.0575,282.2902757826087,16.2316908575,54.43222956908116,0.4929901782788519,116.63839653283033
"South Bend-Elkhart, Indiana",South Bend-Elkhart,Indiana,South Bend,Online Behavior>United States>Sports>Motor Sports,320x50,Sign up Now - 10% Off,Indiana,forbes.com,BidSwitch,Smartphone,8204,20,1348,7832,1,5973.379892,0.0024378352023403218,0.05,5973.379892,298.6689946,728.1057888834714,0.1721144024514811,4431.29072106825
"West Palm Beach-Ft. Pierce, Florida",West Palm Beach-Ft. Pierce,Florida,West Palm Beach,Online Behavior>United States>Autos and Vehicles>Brands>BMW,300x50,Sign up Now - 10% Off,Florida,forbes.com,TripleLift,Smartphone,88022,370,45972,83922,11,5669.14476,0.004203494580900229,0.02972972972972973,515.3767963636363,15.322012864864865,64.40599804594306,0.547794380496175,123.31734012007308
"New York City, New York",New York City,New York,New York City,Online Behavior>United States>Food and Drink>Beverages>Bottled Water,320x50,Sign up Now - 10% Off,New York,forbes.com,Google Ad Manager,Smartphone,12879,71,7225,12173,9,5099.28249,0.005512850376582033,0.1267605633802817,566.5869433333332,71.82088014084506,395.93776613091075,0.5935266573564446,705.7830435986159
"Nashville, Tennessee",Nashville,Tennessee,Nashville,US>Reach>Sociodemographic>Age>45-49,300x250,Subscribe Today - 10% Discount,Tennessee,forbes.com,Google Ad Manager,Windows PC,69239,160,23112,65390,1,4514.952724,0.0023108363783416862,0.00625,4514.952724,28.218454525,65.20823125695057,0.35344853953203853,195.35101782623747
"Lafayette, Indiana",Lafayette,Indiana,Lafayette,Real Estate>Sale Activity>Just Sold,320x50,Sign up Now - 10% Off,Indiana,forbes.com,Google Ad Manager,Smartphone,111884,220,53017,106432,7,1786.105122,0.001966322262343141,0.031818181818181815,255.15787457142855,8.118659645454546,15.963901201244145,0.498130261575466,33.68929064262406
"New York City, New York",New York City,New York,New York City,US>Sociodemographic>ConneXions Lifestage>F1 Early Adopting Elite,320x50,Sign up Today - 10% Off,New York,forbes.com,Google Ad Manager,Smartphone,20899,20,11394,19576,19,1649.459852,9.569835877314704e-4,0.95,86.81367642105263,82.4729926,78.92530034929901,0.5820392317123008,144.7656531507811
"Augusta, Georgia",Augusta,Georgia,Augusta,OnAudience>Interest>Arts & Entertainment>Television,300x250,10% Discount - Ends 6/1,Georgia,forbes.com,Google Ad Manager,Windows PC,22800,79,8298,21161,24,1620.1655,0.0034649122807017545,0.3037974683544304,67.50689583333333,20.50842405063291,71.05989035087718,0.3921364774821606,195.24771029163654
"New York City, New York",New York City,New York,New York City,US Interest>Consumer Electronics,320x50,Sign up Now - 10% Off,New York,forbes.com,Google Ad Manager,Smartphone,15441,48,7626,14456,19,1614.309013,0.003108606955508063,0.3958333333333333,84.96363226315789,33.63143777083334,104.54692137814908,0.5275318206972883,211.68489548911617
"New York City, New York",New York City,New York,New York City,US>Interest Propensities>Insurance>Unitedhealth Group,320x50,Sign up Today - 10% Off,New York,forbes.com,Google Ad Manager,Smartphone,33069,140,17744,31192,14,1543.310611,0.004233572227766186,0.1,110.23647221428573,11.023647221428572,46.66940672533189,0.5688638112336497,86.97647717538324
"Jacksonville, Florida",Jacksonville,Florida,Jacksonville,US>B2B>B2B Decision Maker Responsibilities>Marketing or Market Research,320x50,Sign up Now - 10% Off,Florida,fortune.com,Google Ad Manager,Smartphone,54134,155,37418,51299,4,1502.01775,0.0028632652307237594,0.025806451612903226,375.5044375,9.690437096774193,27.746291609709242,0.729409930018129,40.14158292800256
"Knoxville, Tennessee",Knoxville,Tennessee,Knoxville,Online Behavior>United States>Arts and Entertainment>Comics and Animation,300x250,Subscribe Today - 10% Discount,Tennessee,fox59.com,Google Ad Manager,Smartphone,7583,45,4608,5881,1,5033.482578,0.005934326783594884,0.022222222222222223,5033.482578,111.8551684,663.785121719636,0.7835402142492773,1092.3356289062501
"Nashville, Tennessee",Nashville,Tennessee,Nashville,US>Interest Propensities>Insurance>Aetna Group,300x250,10% Discount - Ends 6/1,Tennessee,foxbusiness.com,Google Ad Manager,Apple PC,12436,84,7055,11497,9,1720.870126,0.006754583467352846,0.10714285714285714,191.20779177777777,20.48654911904762,138.37810598263107,0.6136383404366357,243.92205896527287
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Finance>Insurance>Insurance,320x50,Sign up Now - 10% Off,Illinois,foxnews.com,Magnite DV+,Smartphone,122086,299,82898,116235,16,7663.695294,0.0024490932621266974,0.05351170568561873,478.980955875,25.631087939799333,62.77292477433941,0.7131931001849701,92.44728816135492
"Tampa-St Petersburg (Sarasota), Florida",Tampa-St Petersburg (Sarasota),Florida,Tampa,Online Behavior>United States>Food and Drink>Beverages>Coffee and Tea,320x50,Subscribe Today - 10% Discount,Florida,foxnews.com,BidSwitch,Smartphone,63794,200,46557,60868,9,6832.9400670000005,0.0031350910743957114,0.045,759.2155630000001,34.164700335,107.10944707966267,0.7648846684629034,146.7650421418906
"Nashville, Tennessee",Nashville,Tennessee,Nashville,Online Behavior>United States>Intent>Auto Buyers>Car Make>Ford,300x250,10% Discount - Ends 6/1,Tennessee,foxnews.com,BidSwitch,Apple PC,29323,88,13822,26934,9,6096.045521,0.0030010571906012346,0.10227272727272728,677.3383912222222,69.27324455681818,207.89296869351702,0.5131803668226034,441.03932289104324
"Ft. Myers-Naples, Florida",Ft. Myers-Naples,Florida,Ft. Myers,Online Behavior>United States>Autos and Vehicles>Brands>Maserati,320x50,Sign up Today - 10% Off,Florida,foxnews.com,BidSwitch,Smartphone,38408,101,23557,35247,7,5343.459431,0.0026296604873984586,0.06930693069306931,763.3513472857143,52.90553892079208,139.1236052645282,0.6683405679916021,226.8310663921552
"Knoxville, Tennessee",Knoxville,Tennessee,Knoxville,US>Reach>Sociodemographic>Homeowner Status>Renter,320x50,Sign up Today - 10% Off,Tennessee,foxnews.com,Google Ad Manager,Smartphone,70134,169,48862,66739,14,2514.868116,0.00240967291185445,0.08284023668639054,179.63343685714287,14.880876426035504,35.858044828471215,0.7321356328383704,51.46879202652368
"Los Angeles, California",Los Angeles,California,Los Angeles,US>B2B>B2B Decision Maker Responsibilities>HR or Personnel Services,300x250,Sign up Today - 10% Off,California,foxnews.com,Google Ad Manager,Windows PC,51889,174,33879,49382,5,2172.841747,0.003353311877276494,0.028735632183908046,434.5683494,12.487596247126437,41.87480481412245,0.686059697865619,64.13535662209628
"Tampa-St Petersburg (Sarasota), Florida",Tampa-St Petersburg (Sarasota),Florida,Tampa,US>B2B>B2B Decision Maker Responsibilities>Sales,300x250,Sign up Today - 10% Off,Florida,foxnews.com,Google Ad Manager,Windows PC,19951,81,10511,18132,15,1801.14885,0.0040599468698310865,0.18518518518518517,120.07659,22.236405555555557,90.27862513157235,0.5796933598058681,171.35846731995053
"Chattanooga, Tennessee",Chattanooga,Tennessee,Chattanooga,Mobile>US>Travel>Vacation Rentals>HomeAway,320x50,Sign up Today - 10% Off,Tennessee,foxnews.com,Google Ad Manager,Smartphone,91593,40,51004,82985,18,1731.584862,4.3671459609358795e-4,0.45,96.199159,43.28962155,18.90520959025253,0.6146170994758089,33.949981609285544
"West Palm Beach-Ft. Pierce, Florida",West Palm Beach-Ft. Pierce,Florida,West Palm Beach,OnAudience>Interest>News>Local News,300x50,Sign up Now - 10% Off,Florida,foxnews.com,BidSwitch,Smartphone,69722,194,40640,64819,10,1667.655895,0.0027824789879808383,0.05154639175257732,166.7655895,8.596164407216495,23.918646840308654,0.6269766580786498,41.03483993602362
"West Palm Beach-Ft. Pierce, Florida",West Palm Beach-Ft. Pierce,Florida,West Palm Beach,OnAudience>Interest>Arts & Entertainment>Music Lovers,300x250,Sign up Today - 10% Off,Florida,foxnews.com,OpenX,Windows PC,76724,187,43209,69530,9,1493.204528,0.002437307752463375,0.0481283422459893,165.91161422222223,7.985050951871657,19.462026588811842,0.621443981015389,34.55772010460784
"New York City, New York",New York City,New York,New York City,US>Sociodemographic>PRIZM Premier Social>T2 Country Comfort,320x50,Subscribe Today - 10% Discount,New York,foxnews.com,PulsePoint,Smartphone,34959,122,17511,31974,5,1477.493357,0.003489802339883864,0.040983606557377046,295.49867140000003,12.110601286885247,42.26360470837267,0.5476637267780071,84.37515601621838
"Nashville, Tennessee",Nashville,Tennessee,Nashville,Online Behavior>United States>Arts and Entertainment>Movies,300x250,10% Discount - Ends 6/1,Tennessee,funnyand.com,Google Ad Manager,Smartphone,9273,70,4648,8751,5,4986.51937,0.007548797584384773,0.07142857142857142,997.303874,71.235991,537.7460767820554,0.531139298365901,1072.831189759036
